eta_frac,eta_percent,eta,c0,code,message
0.0488,4.88,37.2344,2.5,threshold_not_reached,Background peak does not exceed eta.
0.049,4.9,37.387,2.5,threshold_not_reached,Background peak does not exceed eta.
0.0492,4.92,37.5396,2.5,threshold_not_reached,Background peak does not exceed eta.
0.0494,4.94,37.6922,2.5,threshold_not_reached,Background peak does not exceed eta.
0.0496,4.96,37.8448,2.5,threshold_not_reached,Background peak does not exceed eta.
0.0498,4.98,37.9974,2.5,threshold_not_reached,Background peak does not exceed eta.
0.05,5,38.15,2.5,threshold_not_reached,Background peak does not exceed eta.
0.0078,0.78,5.9514,2.6,threshold_not_reached,Background peak does not exceed eta.
0.008,0.8,6.104,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0082,0.82,6.2566,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0084,0.84,6.4092,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0086,0.86,6.5618,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0088,0.88,6.7144,2.6,threshold_not_reached,Background peak does not exceed eta.
0.009,0.9,6.867,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0092,0.92,7.0196,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0094,0.94,7.1722,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0096,0.96,7.3248,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0098,0.98,7.4774,2.6,threshold_not_reached,Background peak does not exceed eta.
0.01,1,7.63,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0102,1.02,7.7826,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0104,1.04,7.9352,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0106,1.06,8.0878,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0108,1.08,8.2404,2.6,threshold_not_reached,Background peak does not exceed eta.
0.011,1.1,8.393,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0112,1.12,8.5456,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0114,1.14,8.6982,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0116,1.16,8.8508,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0118,1.18,9.0034,2.6,threshold_not_reached,Background peak does not exceed eta.
0.012,1.2,9.156,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0122,1.22,9.3086,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0124,1.24,9.4612,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0126,1.26,9.6138,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0128,1.28,9.7664,2.6,threshold_not_reached,Background peak does not exceed eta.
0.013,1.3,9.919,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0132,1.32,10.0716,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0134,1.34,10.2242,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0136,1.36,10.3768,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0138,1.38,10.5294,2.6,threshold_not_reached,Background peak does not exceed eta.
0.014,1.4,10.682,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0142,1.42,10.8346,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0144,1.44,10.9872,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0146,1.46,11.1398,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0148,1.48,11.2924,2.6,threshold_not_reached,Background peak does not exceed eta.
0.015,1.5,11.445,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0152,1.52,11.5976,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0154,1.54,11.7502,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0156,1.56,11.9028,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0158,1.58,12.0554,2.6,threshold_not_reached,Background peak does not exceed eta.
0.016,1.6,12.208,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0162,1.62,12.3606,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0164,1.64,12.5132,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0166,1.66,12.6658,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0168,1.68,12.8184,2.6,threshold_not_reached,Background peak does not exceed eta.
0.017,1.7,12.971,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0172,1.72,13.1236,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0174,1.74,13.2762,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0176,1.76,13.4288,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0178,1.78,13.5814,2.6,threshold_not_reached,Background peak does not exceed eta.
0.018,1.8,13.734,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0182,1.82,13.8866,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0184,1.84,14.0392,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0186,1.86,14.1918,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0188,1.88,14.3444,2.6,threshold_not_reached,Background peak does not exceed eta.
0.019,1.9,14.497,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0192,1.92,14.6496,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0194,1.94,14.8022,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0196,1.96,14.9548,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0198,1.98,15.1074,2.6,threshold_not_reached,Background peak does not exceed eta.
0.02,2,15.26,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0202,2.02,15.4126,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0204,2.04,15.5652,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0206,2.06,15.7178,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0208,2.08,15.8704,2.6,threshold_not_reached,Background peak does not exceed eta.
0.021,2.1,16.023,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0212,2.12,16.1756,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0214,2.14,16.3282,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0216,2.16,16.4808,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0218,2.18,16.6334,2.6,threshold_not_reached,Background peak does not exceed eta.
0.022,2.2,16.786,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0222,2.22,16.9386,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0224,2.24,17.0912,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0226,2.26,17.2438,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0228,2.28,17.3964,2.6,threshold_not_reached,Background peak does not exceed eta.
0.023,2.3,17.549,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0232,2.32,17.7016,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0234,2.34,17.8542,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0236,2.36,18.0068,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0238,2.38,18.1594,2.6,threshold_not_reached,Background peak does not exceed eta.
0.024,2.4,18.312,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0242,2.42,18.4646,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0244,2.44,18.6172,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0246,2.46,18.7698,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0248,2.48,18.9224,2.6,threshold_not_reached,Background peak does not exceed eta.
0.025,2.5,19.075,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0252,2.52,19.2276,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0254,2.54,19.3802,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0256,2.56,19.5328,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0258,2.58,19.6854,2.6,threshold_not_reached,Background peak does not exceed eta.
0.026,2.6,19.838,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0262,2.62,19.9906,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0264,2.64,20.1432,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0266,2.66,20.2958,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0268,2.68,20.4484,2.6,threshold_not_reached,Background peak does not exceed eta.
0.027,2.7,20.601,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0272,2.72,20.7536,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0274,2.74,20.9062,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0276,2.76,21.0588,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0278,2.78,21.2114,2.6,threshold_not_reached,Background peak does not exceed eta.
0.028,2.8,21.364,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0282,2.82,21.5166,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0284,2.84,21.6692,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0286,2.86,21.8218,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0288,2.88,21.9744,2.6,threshold_not_reached,Background peak does not exceed eta.
0.029,2.9,22.127,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0292,2.92,22.2796,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0294,2.94,22.4322,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0296,2.96,22.5848,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0298,2.98,22.7374,2.6,threshold_not_reached,Background peak does not exceed eta.
0.03,3,22.89,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0302,3.02,23.0426,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0304,3.04,23.1952,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0306,3.06,23.3478,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0308,3.08,23.5004,2.6,threshold_not_reached,Background peak does not exceed eta.
0.031,3.1,23.653,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0312,3.12,23.8056,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0314,3.14,23.9582,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0316,3.16,24.1108,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0318,3.18,24.2634,2.6,threshold_not_reached,Background peak does not exceed eta.
0.032,3.2,24.416,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0322,3.22,24.5686,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0324,3.24,24.7212,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0326,3.26,24.8738,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0328,3.28,25.0264,2.6,threshold_not_reached,Background peak does not exceed eta.
0.033,3.3,25.179,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0332,3.32,25.3316,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0334,3.34,25.4842,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0336,3.36,25.6368,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0338,3.38,25.7894,2.6,threshold_not_reached,Background peak does not exceed eta.
0.034,3.4,25.942,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0342,3.42,26.0946,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0344,3.44,26.2472,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0346,3.46,26.3998,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0348,3.48,26.5524,2.6,threshold_not_reached,Background peak does not exceed eta.
0.035,3.5,26.705,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0352,3.52,26.8576,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0354,3.54,27.0102,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0356,3.56,27.1628,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0358,3.58,27.3154,2.6,threshold_not_reached,Background peak does not exceed eta.
0.036,3.6,27.468,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0362,3.62,27.6206,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0364,3.64,27.7732,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0366,3.66,27.9258,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0368,3.68,28.0784,2.6,threshold_not_reached,Background peak does not exceed eta.
0.037,3.7,28.231,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0372,3.72,28.3836,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0374,3.74,28.5362,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0376,3.76,28.6888,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0378,3.78,28.8414,2.6,threshold_not_reached,Background peak does not exceed eta.
0.038,3.8,28.994,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0382,3.82,29.1466,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0384,3.84,29.2992,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0386,3.86,29.4518,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0388,3.88,29.6044,2.6,threshold_not_reached,Background peak does not exceed eta.
0.039,3.9,29.757,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0392,3.92,29.9096,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0394,3.94,30.0622,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0396,3.96,30.2148,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0398,3.98,30.3674,2.6,threshold_not_reached,Background peak does not exceed eta.
0.04,4,30.52,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0402,4.02,30.6726,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0404,4.04,30.8252,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0406,4.06,30.9778,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0408,4.08,31.1304,2.6,threshold_not_reached,Background peak does not exceed eta.
0.041,4.1,31.283,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0412,4.12,31.4356,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0414,4.14,31.5882,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0416,4.16,31.7408,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0418,4.18,31.8934,2.6,threshold_not_reached,Background peak does not exceed eta.
0.042,4.2,32.046,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0422,4.22,32.1986,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0424,4.24,32.3512,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0426,4.26,32.5038,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0428,4.28,32.6564,2.6,threshold_not_reached,Background peak does not exceed eta.
0.043,4.3,32.809,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0432,4.32,32.9616,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0434,4.34,33.1142,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0436,4.36,33.2668,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0438,4.38,33.4194,2.6,threshold_not_reached,Background peak does not exceed eta.
0.044,4.4,33.572,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0442,4.42,33.7246,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0444,4.44,33.8772,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0446,4.46,34.0298,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0448,4.48,34.1824,2.6,threshold_not_reached,Background peak does not exceed eta.
0.045,4.5,34.335,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0452,4.52,34.4876,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0454,4.54,34.6402,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0456,4.56,34.7928,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0458,4.58,34.9454,2.6,threshold_not_reached,Background peak does not exceed eta.
0.046,4.6,35.098,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0462,4.62,35.2506,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0464,4.64,35.4032,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0466,4.66,35.5558,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0468,4.68,35.7084,2.6,threshold_not_reached,Background peak does not exceed eta.
0.047,4.7,35.861,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0472,4.72,36.0136,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0474,4.74,36.1662,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0476,4.76,36.3188,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0478,4.78,36.4714,2.6,threshold_not_reached,Background peak does not exceed eta.
0.048,4.8,36.624,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0482,4.82,36.7766,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0484,4.84,36.9292,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0486,4.86,37.0818,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0488,4.88,37.2344,2.6,threshold_not_reached,Background peak does not exceed eta.
0.049,4.9,37.387,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0492,4.92,37.5396,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0494,4.94,37.6922,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0496,4.96,37.8448,2.6,threshold_not_reached,Background peak does not exceed eta.
0.0498,4.98,37.9974,2.6,threshold_not_reached,Background peak does not exceed eta.
0.05,5,38.15,2.6,threshold_not_reached,Background peak does not exceed eta.
0.012,1.2,9.156,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0122,1.22,9.3086,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0124,1.24,9.4612,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0126,1.26,9.6138,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0128,1.28,9.7664,2.7,threshold_not_reached,Background peak does not exceed eta.
0.013,1.3,9.919,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0132,1.32,10.0716,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0134,1.34,10.2242,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0136,1.36,10.3768,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0138,1.38,10.5294,2.7,threshold_not_reached,Background peak does not exceed eta.
0.014,1.4,10.682,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0142,1.42,10.8346,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0144,1.44,10.9872,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0146,1.46,11.1398,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0148,1.48,11.2924,2.7,threshold_not_reached,Background peak does not exceed eta.
0.015,1.5,11.445,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0152,1.52,11.5976,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0154,1.54,11.7502,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0156,1.56,11.9028,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0158,1.58,12.0554,2.7,threshold_not_reached,Background peak does not exceed eta.
0.016,1.6,12.208,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0162,1.62,12.3606,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0164,1.64,12.5132,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0166,1.66,12.6658,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0168,1.68,12.8184,2.7,threshold_not_reached,Background peak does not exceed eta.
0.017,1.7,12.971,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0172,1.72,13.1236,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0174,1.74,13.2762,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0176,1.76,13.4288,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0178,1.78,13.5814,2.7,threshold_not_reached,Background peak does not exceed eta.
0.018,1.8,13.734,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0182,1.82,13.8866,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0184,1.84,14.0392,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0186,1.86,14.1918,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0188,1.88,14.3444,2.7,threshold_not_reached,Background peak does not exceed eta.
0.019,1.9,14.497,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0192,1.92,14.6496,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0194,1.94,14.8022,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0196,1.96,14.9548,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0198,1.98,15.1074,2.7,threshold_not_reached,Background peak does not exceed eta.
0.02,2,15.26,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0202,2.02,15.4126,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0204,2.04,15.5652,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0206,2.06,15.7178,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0208,2.08,15.8704,2.7,threshold_not_reached,Background peak does not exceed eta.
0.021,2.1,16.023,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0212,2.12,16.1756,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0214,2.14,16.3282,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0216,2.16,16.4808,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0218,2.18,16.6334,2.7,threshold_not_reached,Background peak does not exceed eta.
0.022,2.2,16.786,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0222,2.22,16.9386,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0224,2.24,17.0912,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0226,2.26,17.2438,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0228,2.28,17.3964,2.7,threshold_not_reached,Background peak does not exceed eta.
0.023,2.3,17.549,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0232,2.32,17.7016,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0234,2.34,17.8542,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0236,2.36,18.0068,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0238,2.38,18.1594,2.7,threshold_not_reached,Background peak does not exceed eta.
0.024,2.4,18.312,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0242,2.42,18.4646,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0244,2.44,18.6172,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0246,2.46,18.7698,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0248,2.48,18.9224,2.7,threshold_not_reached,Background peak does not exceed eta.
0.025,2.5,19.075,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0252,2.52,19.2276,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0254,2.54,19.3802,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0256,2.56,19.5328,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0258,2.58,19.6854,2.7,threshold_not_reached,Background peak does not exceed eta.
0.026,2.6,19.838,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0262,2.62,19.9906,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0264,2.64,20.1432,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0266,2.66,20.2958,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0268,2.68,20.4484,2.7,threshold_not_reached,Background peak does not exceed eta.
0.027,2.7,20.601,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0272,2.72,20.7536,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0274,2.74,20.9062,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0276,2.76,21.0588,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0278,2.78,21.2114,2.7,threshold_not_reached,Background peak does not exceed eta.
0.028,2.8,21.364,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0282,2.82,21.5166,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0284,2.84,21.6692,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0286,2.86,21.8218,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0288,2.88,21.9744,2.7,threshold_not_reached,Background peak does not exceed eta.
0.029,2.9,22.127,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0292,2.92,22.2796,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0294,2.94,22.4322,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0296,2.96,22.5848,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0298,2.98,22.7374,2.7,threshold_not_reached,Background peak does not exceed eta.
0.03,3,22.89,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0302,3.02,23.0426,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0304,3.04,23.1952,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0306,3.06,23.3478,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0308,3.08,23.5004,2.7,threshold_not_reached,Background peak does not exceed eta.
0.031,3.1,23.653,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0312,3.12,23.8056,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0314,3.14,23.9582,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0316,3.16,24.1108,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0318,3.18,24.2634,2.7,threshold_not_reached,Background peak does not exceed eta.
0.032,3.2,24.416,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0322,3.22,24.5686,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0324,3.24,24.7212,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0326,3.26,24.8738,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0328,3.28,25.0264,2.7,threshold_not_reached,Background peak does not exceed eta.
0.033,3.3,25.179,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0332,3.32,25.3316,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0334,3.34,25.4842,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0336,3.36,25.6368,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0338,3.38,25.7894,2.7,threshold_not_reached,Background peak does not exceed eta.
0.034,3.4,25.942,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0342,3.42,26.0946,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0344,3.44,26.2472,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0346,3.46,26.3998,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0348,3.48,26.5524,2.7,threshold_not_reached,Background peak does not exceed eta.
0.035,3.5,26.705,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0352,3.52,26.8576,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0354,3.54,27.0102,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0356,3.56,27.1628,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0358,3.58,27.3154,2.7,threshold_not_reached,Background peak does not exceed eta.
0.036,3.6,27.468,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0362,3.62,27.6206,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0364,3.64,27.7732,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0366,3.66,27.9258,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0368,3.68,28.0784,2.7,threshold_not_reached,Background peak does not exceed eta.
0.037,3.7,28.231,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0372,3.72,28.3836,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0374,3.74,28.5362,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0376,3.76,28.6888,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0378,3.78,28.8414,2.7,threshold_not_reached,Background peak does not exceed eta.
0.038,3.8,28.994,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0382,3.82,29.1466,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0384,3.84,29.2992,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0386,3.86,29.4518,2.7,threshold_not_reached,Background peak does not exceed eta.
